type,Date,Experimentname,Datetime,Number of hosts,Number of VMs,Total simulation time,Energy consumption,Number of VM migrations,SLA,ESLAV,PDM,ODF,Overall SLA violation,Average SLA violation,Number of host shutdowns,,,
Thesis,20110411,iqr_rs,10/12/2014 16:31,800,1233,86400,193.1505542,25343,0.006509897,1.257390233,0.094514562,6.88771865,0.108963572,10.03858259,5751,,,
Thesis,20110411,iqr_rsmc,10/12/2014 16:31,800,1233,86400,194.2381681,25466,0.006381191,1.239470827,0.092803275,6.876040581,0.106020324,9.905089339,5759,,,
Thesis,20110411,iqr_mu,10/12/2014 16:33,800,1233,86400,217.5693048,31789,0.004699055,1.022370021,0.063621268,7.385980597,0.070530563,10.15893982,6699,,,
Thesis,20110411,iqr_mumc,10/12/2014 16:34,800,1233,86400,217.5693048,31789,0.004699055,1.022370021,0.063621268,7.385980597,0.070530563,10.15893982,6699,,,
Thesis,20110411,lr_fs,10/12/2014 16:36,800,1233,86400,158.018154,24328,0.007153158,1.13032881,0.100732231,7.101160991,0.181009638,9.45802718,4110,,,
Thesis,20110411,lr_mc,10/12/2014 16:36,800,1233,86400,161.4994408,25875,0.007170913,1.15809844,0.097682861,7.341014493,0.1786271,9.531538596,4363,,,
Thesis,20110411,lr_mcmc,10/12/2014 16:37,800,1233,86400,160.4277491,26238,0.007170767,1.150390082,0.09776374,7.334792509,0.177275354,9.460110516,4348,,,
Thesis,20110411,lr_mmt,10/12/2014 16:38,800,1233,86400,176.1174409,31960,0.004893889,0.861899149,0.079827958,6.130544745,0.157265291,9.625633424,5535,,,
Thesis,20110411,lr_mmtmc,10/12/2014 16:39,800,1233,86400,176.8264212,30779,0.004608161,0.814844589,0.075479541,6.105178705,0.161057876,9.573020048,5470,,,
Thesis,20110411,lr_rs,10/12/2014 16:39,800,1233,86400,159.9316639,26511,0.007592076,1.2142133,0.101244936,7.498721401,0.19013058,9.571791187,4335,,,
Thesis,20110411,lr_rsmc,10/12/2014 16:40,800,1233,86400,159.7207391,26090,0.007484149,1.195373743,0.099544679,7.518381373,0.192566939,9.508700944,4305,,,
Thesis,20110411,lr_mu,10/12/2014 16:41,800,1233,86400,185.2422618,31346,0.005987985,1.109227889,0.070265098,8.521990594,0.222836516,9.85280734,5701,,,
Thesis,20110411,lr_mumc,10/12/2014 16:42,800,1233,86400,185.2422618,31346,0.005987985,1.109227889,0.070265098,8.521990594,0.222836516,9.85280734,5701,,,
Thesis,20110411,lrr_fs,10/12/2014 16:43,800,1233,86400,158.018154,24328,0.007153158,1.13032881,0.100732231,7.101160991,0.181009638,9.45802718,4110,,,
Thesis,20110411,lrr_mc,10/12/2014 16:44,800,1233,86400,161.4994408,25875,0.007170913,1.15809844,0.097682861,7.341014493,0.1786271,9.531538596,4363,,,
Thesis,20110411,lrr_mcmc,10/12/2014 16:45,800,1233,86400,160.4277491,26238,0.007170767,1.150390082,0.09776374,7.334792509,0.177275354,9.460110516,4348,,,
Thesis,20110411,lrr_mmt,10/12/2014 16:46,800,1233,86400,176.1174409,31960,0.004893889,0.861899149,0.079827958,6.130544745,0.157265291,9.625633424,5535,,,
Thesis,20110411,lrr_mmtmc,10/12/2014 16:47,800,1233,86400,176.8264212,30779,0.004608161,0.814844589,0.075479541,6.105178705,0.161057876,9.573020048,5470,,,
Thesis,20110411,lrr_rs,10/12/2014 16:48,800,1233,86400,160.3917622,25918,0.00752574,1.207066672,0.100714239,7.472369231,0.188363267,9.569195196,4358,,,
Thesis,20110411,lrr_rsmc,10/12/2014 16:48,800,1233,86400,159.6046582,26132,0.007588799,1.211207649,0.10108105,7.507637554,0.204540388,9.521850848,4303,,,
Thesis,20110411,lrr_mu,10/12/2014 16:49,800,1233,86400,185.2422618,31346,0.005987985,1.109227889,0.070265098,8.521990594,0.222836516,9.85280734,5701,,,
Thesis,20110411,lrr_mumc,10/12/2014 16:50,800,1233,86400,185.2422618,31346,0.005987985,1.109227889,0.070265098,8.521990594,0.222836516,9.85280734,5701,,,
Thesis,20110411,mad_fs,10/12/2014 16:52,800,1233,86400,188.5034488,25238,0.006759042,1.274102815,0.096911574,6.974442946,0.118805032,9.924606817,5656,,,
Thesis,20110411,mad_mc,10/12/2014 16:53,800,1233,86400,188.3000014,24968,0.006698546,1.261336285,0.096481684,6.942816599,0.119490243,9.884895496,5606,,,
Thesis,20110411,mad_mcmc,10/12/2014 16:54,800,1233,86400,190.1889394,25103,0.006611432,1.257421334,0.095325559,6.935634657,0.11568454,9.858254999,5690,,,
Thesis,20110411,mad_mmt,10/12/2014 16:55,800,1233,86400,199.0128436,27968,0.002790463,0.555337901,0.05765536,4.839901448,0.06972721,10.17635165,6022,,,
Thesis,20110411,mad_mmtmc,10/12/2014 16:56,800,1233,86400,198.30179,28230,0.003098385,0.614415244,0.061923179,5.003594503,0.075237385,10.15844265,6050,,,
Thesis,20110411,mad_rs,10/12/2014 16:57,800,1233,86400,189.379639,25186,0.006756287,1.279503195,0.096545884,6.99800623,0.118787456,9.879845674,5690,,,
Thesis,20110411,mad_rsmc,10/12/2014 16:58,800,1233,86400,188.0032505,25295,0.006744307,1.267951568,0.096110398,7.017249724,0.117599813,9.788595614,5622,,,
Thesis,20110411,mad_mu,10/12/2014 16:59,800,1233,86400,213.30385,31194,0.004599899,0.981176113,0.062383062,7.373634105,0.072564567,10.18158384,6575,,,
Thesis,20110411,mad_mumc,10/12/2014 17:00,800,1233,86400,213.30385,31194,0.004599899,0.981176113,0.062383062,7.373634105,0.072564567,10.18158384,6575,,,
Thesis,20110411,thr_fs,10/12/2014 17:01,800,1233,86400,195.8402398,25897,0.006530512,1.27893713,0.095379213,6.846892784,0.104719767,9.954782963,5788,,,
Thesis,20110411,thr_mc,10/12/2014 17:02,800,1233,86400,194.9083815,25990,0.006581862,1.28286015,0.096670625,6.808544359,0.106901807,9.957204288,5743,,,
Thesis,20110411,thr_mcmc,10/12/2014 17:02,800,1233,86400,195.4319393,26071,0.006588641,1.287630849,0.0961853,6.849945682,0.105902225,10.07443725,5774,,,
Thesis,20110411,thr_mmt,10/12/2014 17:03,800,1233,86400,207.3809712,29130,0.003126659,0.648409619,0.063633649,4.913531194,0.070860571,10.13083383,6256,,,
Thesis,20110411,thr_mmtmc,10/12/2014 17:03,800,1233,86400,205.3180198,28869,0.003060017,0.628276575,0.062419707,4.902324746,0.069231108,10.17281775,6160,,,
Thesis,20110411,thr_rs,10/12/2014 17:04,800,1233,86400,195.5762222,25898,0.006604472,1.291677611,0.09578549,6.895064826,0.106264777,10.16177855,5761,,,
Thesis,20110411,thr_rsmc,10/12/2014 17:04,800,1233,86400,196.4265823,25945,0.006629719,1.302252975,0.096746416,6.852676207,0.10766852,10.06908978,5832,,,
Thesis,20110411,thr_mu,10/12/2014 17:05,800,1233,86400,219.3860993,32318,0.004759851,1.044245128,0.064545235,7.374442002,0.070312421,10.28192362,6720,,,
Thesis,20110411,thr_mumc,10/12/2014 17:05,800,1233,86400,219.3860993,32318,0.004759851,1.044245128,0.064545235,7.374442002,0.070312421,10.28192362,6720,,,
Thesis,20110412,iqr_fs,10/12/2014 17:07,800,1054,86400,169.6726391,22502,0.006774564,1.149458079,0.099319774,6.820961542,0.113207688,10.09603448,5195,,,
Thesis,20110412,iqr_mc,10/12/2014 17:08,800,1054,86400,168.6849318,22133,0.006634728,1.119178604,0.097197381,6.826035574,0.109595349,9.931241568,5121,,,
Thesis,20110412,iqr_mcmc,10/12/2014 17:09,800,1054,86400,168.6951917,22286,0.006501073,1.096699735,0.095187192,6.829776897,0.108239528,10.00261778,5074,,,
Thesis,20110412,iqr_mmt,10/12/2014 17:09,800,1054,86400,178.4418743,25070,0.003241236,0.57837215,0.065206949,4.97069045,0.073910889,10.15594496,5544,,,
Thesis,20110412,iqr_mmtmc,10/12/2014 17:10,800,1054,86400,177.6797611,24885,0.003260253,0.579280889,0.065198754,5.000482876,0.07378039,10.13163426,5527,,,
Thesis,20110412,iqr_rs,10/12/2014 17:11,800,1054,86400,169.9677806,22298,0.006655402,1.131203832,0.097295425,6.840405459,0.111007732,10.05143485,5140,,,
Thesis,20110412,iqr_rsmc,10/12/2014 17:11,800,1054,86400,168.5701869,21999,0.00634449,1.069491875,0.092486667,6.859896944,0.104865186,10.02076046,5039,,,
Thesis,20110412,iqr_mu,10/12/2014 17:12,800,1054,86400,192.2538231,28096,0.004926594,0.947156524,0.066631376,7.39380491,0.072226791,10.14795808,6077,,,
Thesis,20110412,iqr_mumc,10/12/2014 17:13,800,1054,86400,191.4020543,28193,0.005153505,0.986391375,0.068917287,7.477811246,0.07720844,10.29448082,6092,,,
Thesis,20110412,lr_fs,10/12/2014 17:14,800,1054,86400,135.2531128,20710,0.00713262,0.964708993,0.100370189,7.106312717,0.199525327,9.704729354,3597,,,
Thesis,20110412,lr_mc,10/12/2014 17:15,800,1054,86400,139.354798,21977,0.007297905,1.016998059,0.098064842,7.441917711,0.190503259,9.458389797,3857,,,
Thesis,20110412,lr_mcmc,10/12/2014 17:15,800,1054,86400,139.0050902,22232,0.007365087,1.023784571,0.098707144,7.461554068,0.196994472,9.604612518,3834,,,
Thesis,20110412,lr_mmt,10/12/2014 17:16,800,1054,86400,151.6115063,26248,0.004868984,0.738194018,0.077608963,6.273739432,0.169761529,9.561923517,4742,,,
Thesis,20110412,lr_mmtmc,10/12/2014 17:17,800,1054,86400,152.0223707,26321,0.004820921,0.732887765,0.078134799,6.170004349,0.179390095,9.651083112,4765,,,
Thesis,20110412,lr_rs,10/12/2014 17:17,800,1054,86400,137.9293198,21468,0.007253049,1.000408098,0.095540509,7.591595422,0.200924925,9.523287633,3756,,,
Thesis,20110412,lr_rsmc,10/12/2014 17:18,800,1054,86400,139.0373469,21719,0.007172578,0.997256154,0.096566079,7.427636718,0.201288639,9.626269298,3812,,,
Thesis,20110412,lr_mu,10/12/2014 17:18,800,1054,86400,162.4707868,27128,0.006186302,1.005093415,0.070778329,8.740390569,0.242425278,9.815415597,5134,,,
Thesis,20110412,lr_mumc,10/12/2014 17:19,800,1054,86400,162.2219502,27316,0.006379479,1.034891591,0.072560539,8.791940514,0.248410476,9.927461098,5113,,,
Thesis,20110412,lrr_fs,10/12/2014 17:20,800,1054,86400,135.2531128,20710,0.00713262,0.964708993,0.100370189,7.106312717,0.199525327,9.704729354,3597,,,
Thesis,20110412,lrr_mc,10/12/2014 17:21,800,1054,86400,139.354798,21977,0.007297905,1.016998059,0.098064842,7.441917711,0.190503259,9.458389797,3857,,,
Thesis,20110412,lrr_mcmc,10/12/2014 17:22,800,1054,86400,139.0050902,22232,0.007365087,1.023784571,0.098707144,7.461554068,0.196994472,9.604612518,3834,,,
Thesis,20110412,lrr_mmt,10/12/2014 17:22,800,1054,86400,151.6115063,26248,0.004868984,0.738194018,0.077608963,6.273739432,0.169761529,9.561923517,4742,,,
Thesis,20110412,lrr_mmtmc,10/12/2014 17:23,800,1054,86400,152.0223707,26321,0.004820921,0.732887765,0.078134799,6.170004349,0.179390095,9.651083112,4765,,,
Thesis,20110412,lrr_rs,10/12/2014 17:24,800,1054,86400,139.6374869,22232,0.007337906,1.024646764,0.09794528,7.491842468,0.204483583,9.712916233,3865,,,
Thesis,20110412,lrr_rsmc,10/12/2014 17:24,800,1054,86400,139.1976489,22269,0.007266986,1.011547387,0.098518813,7.376242078,0.192084092,9.58009178,3832,,,
Thesis,20110412,lrr_mu,10/12/2014 17:25,800,1054,86400,162.4707868,27128,0.006186302,1.005093415,0.070778329,8.740390569,0.242425278,9.815415597,5134,,,
Thesis,20110412,lrr_mumc,10/12/2014 17:26,800,1054,86400,162.2219502,27316,0.006379479,1.034891591,0.072560539,8.791940514,0.248410476,9.927461098,5113,,,
Thesis,20110412,mad_fs,10/12/2014 17:27,800,1054,86400,165.7274633,21837,0.006633804,1.099403586,0.096496544,6.874654992,0.116164236,9.932833051,5086,,,
Thesis,20110412,mad_mc,10/12/2014 17:28,800,1054,86400,164.9376739,21849,0.006814613,1.123986468,0.098319674,6.931078032,0.119127141,9.993861694,5071,,,
Thesis,20110412,mad_mcmc,10/12/2014 17:29,800,1054,86400,165.161893,22102,0.006847216,1.13089912,0.098805144,6.930019501,0.119494245,9.970513582,5084,,,
Thesis,20110412,mad_mmt,10/12/2014 17:29,800,1054,86400,173.5718935,24612,0.003264167,0.566567636,0.065551371,4.979555568,0.077927808,10.25249217,5439,,,
Thesis,20110412,mad_mmtmc,10/12/2014 17:30,800,1054,86400,174.2939491,24814,0.003189599,0.555927767,0.064205475,4.967798766,0.077146769,10.28009965,5473,,,
Thesis,20110412,mad_rs,10/12/2014 17:31,800,1054,86400,165.552912,21843,0.006683405,1.106457202,0.096606756,6.918155133,0.116841897,9.981815636,5072,,,
Thesis,20110412,mad_rsmc,10/12/2014 17:31,800,1054,86400,166.2448826,22095,0.006579628,1.093829438,0.095108747,6.918004803,0.113843815,10.04915631,5067,,,
Thesis,20110412,mad_mu,10/12/2014 17:32,800,1054,86400,185.4292163,27248,0.004794927,0.889119634,0.063898725,7.503948565,0.073555378,10.24383265,5883,,,
Thesis,20110412,mad_mumc,10/12/2014 17:33,800,1054,86400,186.9359963,27419,0.004825863,0.902127499,0.064395729,7.494072996,0.074785652,10.21918353,5926,,,
Thesis,20110412,thr_fs,10/12/2014 17:35,800,1054,86400,170.2117687,22890,0.006548328,1.114602488,0.095924691,6.826530185,0.10667598,10.04502986,5159,,,
Thesis,20110412,thr_mc,10/12/2014 17:35,800,1054,86400,167.6886672,22355,0.006791341,1.138830902,0.099332299,6.836991579,0.111547986,9.990134399,5071,,,
Thesis,20110412,thr_mcmc,10/12/2014 17:35,800,1054,86400,169.7043319,22656,0.006800195,1.154022522,0.099102738,6.861762828,0.111260094,10.064048,5164,,,
Thesis,20110412,thr_mmt,10/12/2014 17:36,800,1054,86400,177.1976253,24824,0.003288814,0.582770041,0.066167709,4.970421554,0.072830238,10.08539678,5428,,,
Thesis,20110412,thr_mmtmc,10/12/2014 17:36,800,1054,86400,177.7063734,25231,0.003461494,0.615129549,0.067815038,5.104316278,0.076241119,10.20318869,5453,,,
Thesis,20110412,thr_rs,10/12/2014 17:36,800,1054,86400,170.2475755,22650,0.006611805,1.125643779,0.096376812,6.8603691,0.107695871,10.15315354,5113,,,
Thesis,20110412,thr_rsmc,10/12/2014 17:37,800,1054,86400,171.0904588,22884,0.006665839,1.140461449,0.096530856,6.905397158,0.107837522,10.06983242,5173,,,
Thesis,20110412,thr_mu,10/12/2014 17:37,800,1054,86400,193.6501488,28803,0.005225626,1.011943338,0.07001382,7.463707061,0.076793592,10.30821137,6180,,,
Thesis,20110412,thr_mumc,10/12/2014 17:38,800,1054,86400,193.6501488,28803,0.005225626,1.011943338,0.07001382,7.463707061,0.076793592,10.30821137,6180,,,
Thesis,20110420,iqr_fs,10/12/2014 17:39,800,1033,86400,148.8523639,20680,0.007391348,1.100219595,0.104876738,7.047652261,0.119178165,10.36771432,4498,,,
Thesis,20110420,iqr_mc,10/12/2014 17:40,800,1033,86400,147.581908,20331,0.007246056,1.069386706,0.102793928,7.049108561,0.117197166,10.35646286,4436,,,
Thesis,20110420,iqr_mcmc,10/12/2014 17:41,800,1033,86400,147.3441603,20500,0.007137132,1.051614681,0.101234401,7.050105185,0.116221524,10.37503138,4441,,,
Thesis,20110420,iqr_mmt,10/12/2014 17:41,800,1033,86400,155.3799137,22897,0.00414561,0.644144565,0.076266365,5.435699266,0.085804707,10.33796897,4852,,,
Thesis,20110420,iqr_mmtmc,10/12/2014 17:42,800,1033,86400,154.0727729,22660,0.004069288,0.626966529,0.07434357,5.47362505,0.082980133,10.25511146,4772,,,
Thesis,20110420,iqr_rs,10/12/2014 17:42,800,1033,86400,148.3693777,20700,0.007549,1.12004036,0.106055611,7.117963356,0.122094162,10.51183526,4489,,,
Thesis,20110420,iqr_rsmc,10/12/2014 17:43,800,1033,86400,148.2698291,20742,0.007239488,1.073397621,0.101330246,7.144449084,0.116069958,10.43471825,4469,,,
Thesis,20110420,iqr_mu,10/12/2014 17:44,800,1033,86400,170.2097026,26487,0.00568321,0.967337527,0.074400068,7.638716514,0.081207158,10.29515485,5541,,,
Thesis,20110420,iqr_mumc,10/12/2014 17:44,800,1033,86400,170.2097026,26487,0.00568321,0.967337527,0.074400068,7.638716514,0.081207158,10.29515485,5541,,,
Thesis,20110420,lr_fs,10/12/2014 17:46,800,1033,86400,117.7716008,20008,0.010628422,1.251726244,0.121448618,8.751373136,0.384599943,10.94232008,3550,,,
Thesis,20110420,lr_mc,10/12/2014 17:46,800,1033,86400,120.4150454,21232,0.010587169,1.274854409,0.119488369,8.860417836,0.359361717,10.75550712,3709,,,
Thesis,20110420,lr_mcmc,10/12/2014 17:47,800,1033,86400,120.9405859,21336,0.010534338,1.274028966,0.118348763,8.901096493,0.37514984,11.10615265,3725,,,
Thesis,20110420,lr_mmt,10/12/2014 17:47,800,1033,86400,130.8967704,24400,0.006803097,0.890503381,0.091136593,7.464725693,0.358400205,10.61028221,4354,,,
Thesis,20110420,lr_mmtmc,10/12/2014 17:48,800,1033,86400,131.2406407,24241,0.006894054,0.904780041,0.093387534,7.382199237,0.325389059,10.65969395,4354,,,
Thesis,20110420,lr_rs,10/12/2014 17:48,800,1033,86400,119.9932734,21171,0.010889503,1.306667091,0.117767327,9.24662475,0.388763518,10.71634985,3689,,,
Thesis,20110420,lr_rsmc,10/12/2014 17:49,800,1033,86400,119.7162883,20643,0.010504595,1.257571157,0.116539925,9.013730923,0.383147174,10.86324343,3652,,,
Thesis,20110420,lr_mu,10/12/2014 17:49,800,1033,86400,140.4289606,25165,0.007991172,1.122191993,0.080872305,9.881222082,0.486802728,10.97454285,4647,,,
Thesis,20110420,lr_mumc,10/12/2014 17:50,800,1033,86400,140.4289606,25165,0.007991172,1.122191993,0.080872305,9.881222082,0.486802728,10.97454285,4647,,,
Thesis,20110420,lrr_fs,10/12/2014 17:51,800,1033,86400,117.7716008,20008,0.010628422,1.251726244,0.121448618,8.751373136,0.384599943,10.94232008,3550,,,
Thesis,20110420,lrr_mc,10/12/2014 17:51,800,1033,86400,120.4150454,21232,0.010587169,1.274854409,0.119488369,8.860417836,0.359361717,10.75550712,3709,,,
Thesis,20110420,lrr_mcmc,10/12/2014 17:52,800,1033,86400,120.9405859,21336,0.010534338,1.274028966,0.118348763,8.901096493,0.37514984,11.10615265,3725,,,
Thesis,20110420,lrr_mmt,10/12/2014 17:52,800,1033,86400,130.8967704,24400,0.006803097,0.890503381,0.091136593,7.464725693,0.358400205,10.61028221,4354,,,
Thesis,20110420,lrr_mmtmc,10/12/2014 17:53,800,1033,86400,131.2406407,24241,0.006894054,0.904780041,0.093387534,7.382199237,0.325389059,10.65969395,4354,,,
Thesis,20110420,lrr_rs,10/12/2014 17:54,800,1033,86400,120.6660018,21048,0.010869439,1.311571804,0.11985331,9.068952293,0.377546043,10.81878085,3738,,,
Thesis,20110420,lrr_rsmc,10/12/2014 17:54,800,1033,86400,119.9547174,21253,0.010797054,1.295157603,0.120097792,8.990218839,0.389387702,10.79915474,3706,,,
Thesis,20110420,lrr_mu,10/12/2014 17:55,800,1033,86400,140.4289606,25165,0.007991172,1.122191993,0.080872305,9.881222082,0.486802728,10.97454285,4647,,,
Thesis,20110420,lrr_mumc,10/12/2014 17:55,800,1033,86400,140.4289606,25165,0.007991172,1.122191993,0.080872305,9.881222082,0.486802728,10.97454285,4647,,,
Thesis,20110420,mad_fs,10/12/2014 17:57,800,1033,86400,144.8220897,20388,0.007541681,1.09220206,0.106109804,7.107431311,0.127484567,10.40729179,4451,,,
Thesis,20110420,mad_mc,10/12/2014 17:57,800,1033,86400,142.7521395,19767,0.007424639,1.059883151,0.104635064,7.095746935,0.129076436,10.45748385,4371,,,
Thesis,20110420,mad_mcmc,10/12/2014 17:58,800,1033,86400,143.5728886,19772,0.007137023,1.024683053,0.100978577,7.067858869,0.122217814,10.38226986,4373,,,
Thesis,20110420,mad_mmt,10/12/2014 17:58,800,1033,86400,150.4621429,22257,0.004063776,0.611444462,0.075362238,5.392324089,0.091781549,10.7685248,4726,,,
Thesis,20110420,mad_mmtmc,10/12/2014 17:59,800,1033,86400,151.8974088,22657,0.004198587,0.637754557,0.077206246,5.438144844,0.092048565,10.53523404,4828,,,
Thesis,20110420,mad_rs,10/12/2014 18:00,800,1033,86400,144.0088893,20180,0.0076351,1.099522245,0.106745672,7.152608341,0.130419923,10.58734035,4425,,,
Thesis,20110420,mad_rsmc,10/12/2014 18:00,800,1033,86400,144.8555492,20223,0.007330534,1.061868474,0.102607669,7.144235629,0.126086696,10.58056103,4435,,,
Thesis,20110420,mad_mu,10/12/2014 18:01,800,1033,86400,165.8486711,25672,0.005634485,0.934471891,0.073763052,7.638628096,0.085735024,10.54030037,5423,,,
Thesis,20110420,mad_mumc,10/12/2014 18:02,800,1033,86400,165.8486711,25672,0.005634485,0.934471891,0.073763052,7.638628096,0.085735024,10.54030037,5423,,,
Thesis,20110420,thr_fs,10/12/2014 18:03,800,1033,86400,144.9470415,20400,0.007890134,1.143651636,0.109483724,7.206673375,0.132899438,10.90117671,4479,,,
Thesis,20110420,thr_mc,10/12/2014 18:03,800,1033,86400,144.1711697,20506,0.007794136,1.123689665,0.108733566,7.168104571,0.13026045,10.6586993,4458,,,
Thesis,20110420,thr_mcmc,10/12/2014 18:04,800,1033,86400,144.1001297,20337,0.007429727,1.070624585,0.104167316,7.132493208,0.123851279,10.57875778,4394,,,
Thesis,20110420,thr_mmt,10/12/2014 18:04,800,1033,86400,150.4986322,22191,0.00427009,0.642642696,0.078125092,5.465708667,0.092661884,10.70595604,4765,,,
Thesis,20110420,thr_mmtmc,10/12/2014 18:04,800,1033,86400,150.239905,22290,0.004125425,0.619803516,0.076680728,5.380002886,0.090747951,10.61802677,4791,,,
Thesis,20110420,thr_rs,10/12/2014 18:05,800,1033,86400,145.1823199,20578,0.007577576,1.100129994,0.105840966,7.159397525,0.125031512,10.62473105,4449,,,
Thesis,20110420,thr_rsmc,10/12/2014 18:05,800,1033,86400,144.7341699,20381,0.007423278,1.074402028,0.103426807,7.177325241,0.122180131,10.59386786,4414,,,
Thesis,20110420,thr_mu,10/12/2014 18:05,800,1033,86400,167.3150713,26228,0.0060758,1.016572831,0.079270468,7.664644437,0.09104478,10.73809817,5504,,,
Thesis,20110420,thr_mumc,10/12/2014 18:06,800,1033,86400,167.1891591,26185,0.006024302,1.007198063,0.078667189,7.657960723,0.090287058,10.72711055,5490,,,
modified overload dtection,20110303,lr_fs,10/17/2014 18:00,800,1052,86400,149.1536797,23303,0.005131802,0.765427211,0.088369561,5.80720593,0.133674913,9.417864271,4051,1455,,
modified overload dtection,20110303,lr_mc,10/17/2014 18:01,800,1052,86400,151.0671928,23380,0.006832674,1.032192887,0.097528087,7.005852607,0.163325761,9.616816376,4078,1470,,
modified overload dtection,20110303,lr_mcmc,10/17/2014 18:02,800,1052,86400,150.3402054,23150,0.006751104,1.014962317,0.096318598,7.009138256,0.154103209,9.347079046,4020,1450,,
modified overload dtection,20110303,lr_mmt,10/17/2014 18:03,800,1052,86400,163.4772171,27859,0.004643868,0.759166623,0.079274657,5.857947786,0.147235522,9.558013672,5053,2099,,
modified overload dtection,20110303,lr_mmtmc,10/17/2014 18:03,800,1052,86400,160.9138557,27424,0.004948444,0.796273162,0.081918301,6.040706004,0.150540465,9.537304378,4910,2194,,
modified overload dtection,20110303,lr_rs,10/17/2014 18:04,800,1052,86400,149.3727747,22579,0.006882805,1.028103644,0.09572384,7.190272283,0.170952658,9.449691561,3967,1448,,
modified overload dtection,20110303,lr_rsmc,10/17/2014 18:05,800,1052,86400,150.0790272,22877,0.007149748,1.073027193,0.10019655,7.135722499,0.162047522,9.324889151,4041,1527,,
modified overload dtection,20110303,lr_mu,10/17/2014 18:06,800,1052,86400,175.6003031,30166,0.006127841,1.07605072,0.075171473,8.151816949,0.184133473,9.75025207,5632,2665,,
modified overload dtection,20110303,lr_mumc,10/17/2014 18:07,800,1052,86400,175.6003031,30166,0.006127841,1.07605072,0.075171473,8.151816949,0.184133473,9.75025207,5632,2665,,
modified overload dtection,20110303,lrr_fs,10/17/2014 18:09,800,1052,86400,149.1536797,23303,0.005131802,0.765427211,0.088369561,5.80720593,0.133674913,9.417864271,4051,1455,,
modified overload dtection,20110303,lrr_mc,10/17/2014 18:10,800,1052,86400,151.0671928,23380,0.006832674,1.032192887,0.097528087,7.005852607,0.163325761,9.616816376,4078,1470,,
modified overload dtection,20110303,lrr_mcmc,10/17/2014 18:10,800,1052,86400,150.3402054,23150,0.006751104,1.014962317,0.096318598,7.009138256,0.154103209,9.347079046,4020,1450,,
modified overload dtection,20110303,lrr_mmt,10/17/2014 18:11,800,1052,86400,163.4772171,27859,0.004643868,0.759166623,0.079274657,5.857947786,0.147235522,9.558013672,5053,2099,,
modified overload dtection,20110303,lrr_mmtmc,10/17/2014 18:12,800,1052,86400,160.9138557,27424,0.004948444,0.796273162,0.081918301,6.040706004,0.150540465,9.537304378,4910,2194,,
modified overload dtection,20110303,lrr_rs,10/17/2014 18:13,800,1052,86400,149.3904723,22942,0.007030371,1.050270388,0.099455884,7.068833273,0.163806039,9.455085345,3979,1412,,
modified overload dtection,20110303,lrr_rsmc,10/17/2014 18:14,800,1052,86400,150.9482897,23063,0.007077455,1.068329712,0.09929502,7.127703777,0.167160334,9.429717383,4090,1504,,
modified overload dtection,20110303,lrr_mu,10/17/2014 18:15,800,1052,86400,175.6003031,30166,0.006127841,1.07605072,0.075171473,8.151816949,0.184133473,9.75025207,5632,2665,,
modified overload dtection,20110303,lrr_mumc,10/17/2014 18:16,800,1052,86400,175.6003031,30166,0.006127841,1.07605072,0.075171473,8.151816949,0.184133473,9.75025207,5632,2665,,
modified overload dtection,20110306,lr_fs,10/17/2014 18:49,800,898,86400,113.9276619,17520,0.005002006,0.569866798,0.086869015,5.758100919,0.125733389,9.691140917,3301,1060,,
modified overload dtection,20110306,lr_mc,10/17/2014 18:50,800,898,86400,114.0484574,17248,0.006740801,0.76877791,0.095366274,7.068327529,0.163135384,9.595996772,3250,1153,,
modified overload dtection,20110306,lr_mcmc,10/17/2014 18:50,800,898,86400,114.2554155,17840,0.00682353,0.779625234,0.097140264,7.024409393,0.158222232,9.721574911,3280,1203,,
modified overload dtection,20110306,lr_mmt,10/17/2014 18:51,800,898,86400,123.2841864,20878,0.004624547,0.570133555,0.078617205,5.882360409,0.140734101,9.618711501,4018,1704,,
modified overload dtection,20110306,lr_mmtmc,10/17/2014 18:51,800,898,86400,122.0405223,20070,0.00442992,0.540629771,0.076546936,5.78719463,0.138380867,9.639965092,3894,1501,,
modified overload dtection,20110306,lr_rs,10/17/2014 18:51,800,898,86400,113.469807,17638,0.007080087,0.803376087,0.099406713,7.122342801,0.16587237,9.746775317,3244,1127,,
modified overload dtection,20110306,lr_rsmc,10/17/2014 18:52,800,898,86400,113.4550489,16869,0.006760921,0.76706067,0.095766035,7.059832269,0.168345885,9.854402106,3211,1123,,
modified overload dtection,20110306,lr_mu,10/17/2014 18:52,800,898,86400,132.9139771,22343,0.00578114,0.76839427,0.07064701,8.18313433,0.193094189,10.00611322,4409,2231,,
modified overload dtection,20110306,lr_mumc,10/17/2014 18:53,800,898,86400,132.9139771,22343,0.00578114,0.76839427,0.07064701,8.18313433,0.193094189,10.00611322,4409,2231,,
modified overload dtection,20110306,lrr_fs,10/17/2014 18:54,800,898,86400,113.9276619,17520,0.005002006,0.569866798,0.086869015,5.758100919,0.125733389,9.691140917,3301,1060,,
modified overload dtection,20110306,lrr_mc,10/17/2014 18:55,800,898,86400,114.0484574,17248,0.006740801,0.76877791,0.095366274,7.068327529,0.163135384,9.595996772,3250,1153,,
